"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Norway","2008","Not applicable","Not applicable","Percent","1.58313"
"Norway","2007","Not applicable","Not applicable","Percent","1.59424"
"Norway","2006","Not applicable","Not applicable","Percent","1.47902"
"Norway","2005","Not applicable","Not applicable","Percent","1.50591"
"Norway","2004","Not applicable","Not applicable","Percent","1.57077"
"Norway","2003","Not applicable","Not applicable","Percent","1.70929"
"Norway","2002","Not applicable","Not applicable","Percent","1.66024"
"Norway","2001","Not applicable","Not applicable","Percent","1.59047"
"Norway","1999","Not applicable","Not applicable","Percent","1.63804"
"Norway","1997","Not applicable","Not applicable","Percent","1.62505"
"Oman","2011","Not applicable","Not applicable","Percent","0.13249"
"Pakistan","2011","Not applicable","Not applicable","Percent","0.32902"
"Pakistan","2009","Not applicable","Not applicable","Percent","0.44806"
"Pakistan","2007","Not applicable","Not applicable","Percent","0.6325"
"Pakistan","2005","Not applicable","Not applicable","Percent","0.43689"
"Pakistan","2002","Not applicable","Not applicable","Percent","0.21977"
"Pakistan","2001","Not applicable","Not applicable","Percent","0.1667"
"Pakistan","2000","Not applicable","Not applicable","Percent","0.12828"
"Pakistan","1999","Not applicable","Not applicable","Percent","0.1159"
"Pakistan","1998","Not applicable","Not applicable","Percent","0.10919"
"Pakistan","1997","Not applicable","Not applicable","Percent","0.15565"
"Panama","2010","Not applicable","Not applicable","Percent","0.19519"
"Panama","2009","Not applicable","Not applicable","Percent","0.20651"
"Panama","2008","Not applicable","Not applicable","Percent","0.20851"
"Panama","2007","Not applicable","Not applicable","Percent","0.19552"
"Panama","2006","Not applicable","Not applicable","Percent","0.24917"
"Panama","2005","Not applicable","Not applicable","Percent","0.24546"
"Panama","2004","Not applicable","Not applicable","Percent","0.23979"
"Panama","2003","Not applicable","Not applicable","Percent","0.33998"
"Panama","2002","Not applicable","Not applicable","Percent","0.36233"
"Panama","2001","Not applicable","Not applicable","Percent","0.38196"
"Panama","2000","Not applicable","Not applicable","Percent","0.38398"
"Panama","1999","Not applicable","Not applicable","Percent","0.28805"
"Panama","1998","Not applicable","Not applicable","Percent","0.28506"
"Panama","1997","Not applicable","Not applicable","Percent","0.31671"
"Panama","1996","Not applicable","Not applicable","Percent","0.32834"
"Paraguay","2011","Not applicable","Not applicable","Percent","0.05483"
"Paraguay","2008","Not applicable","Not applicable","Percent","0.05472"
"Paraguay","2005","Not applicable","Not applicable","Percent","0.07487"
"Paraguay","2004","Not applicable","Not applicable","Percent","0.07266"
"Paraguay","2003","Not applicable","Not applicable","Percent","0.07163"
"Paraguay","2002","Not applicable","Not applicable","Percent","0.08525"
"Paraguay","2001","Not applicable","Not applicable","Percent","0.07427"
"Peru","2004","Not applicable","Not applicable","Percent","0.14925"
"Peru","2003","Not applicable","Not applicable","Percent","0.10353"
"Peru","2002","Not applicable","Not applicable","Percent","0.10244"
"Peru","2001","Not applicable","Not applicable","Percent","0.10704"
"Peru","2000","Not applicable","Not applicable","Percent","0.1093"
"Peru","1999","Not applicable","Not applicable","Percent","0.09591"
"Peru","1998","Not applicable","Not applicable","Percent","0.09848"
"Peru","1997","Not applicable","Not applicable","Percent","0.08221"
"Philippines","2007","Not applicable","Not applicable","Percent","0.10963"
"Philippines","2005","Not applicable","Not applicable","Percent","0.11143"
"Philippines","2003","Not applicable","Not applicable","Percent","0.12994"
"Philippines","2002","Not applicable","Not applicable","Percent","0.13744"
"Poland","2012","Not applicable","Not applicable","Percent","0.89972"
"Poland","2011","Not applicable","Not applicable","Percent","0.76477"
"Poland","2010","Not applicable","Not applicable","Percent","0.7353"
"Poland","2009","Not applicable","Not applicable","Percent","0.67459"
"Poland","2008","Not applicable","Not applicable","Percent","0.60417"
"Poland","2007","Not applicable","Not applicable","Percent","0.56708"
"Poland","2006","Not applicable","Not applicable","Percent","0.55591"
"Poland","2005","Not applicable","Not applicable","Percent","0.56692"
"Poland","2004","Not applicable","Not applicable","Percent","0.55761"
"Poland","2003","Not applicable","Not applicable","Percent","0.54061"
"Poland","2002","Not applicable","Not applicable","Percent","0.55925"
"Poland","2001","Not applicable","Not applicable","Percent","0.62317"
"Poland","2000","Not applicable","Not applicable","Percent","0.64431"
"Poland","1999","Not applicable","Not applicable","Percent","0.68959"
"Poland","1998","Not applicable","Not applicable","Percent","0.66651"
"Poland","1997","Not applicable","Not applicable","Percent","0.65217"
"Poland","1996","Not applicable","Not applicable","Percent","0.65368"
"Portugal","2012","Not applicable","Not applicable","Percent","1.49533"
"Portugal","2011","Not applicable","Not applicable","Percent","1.52293"
"Portugal","2010","Not applicable","Not applicable","Percent","1.59007"
"Portugal","2009","Not applicable","Not applicable","Percent","1.64019"
"Portugal","2008","Not applicable","Not applicable","Percent","1.5031"
"Portugal","2007","Not applicable","Not applicable","Percent","1.1651"
"Portugal","2006","Not applicable","Not applicable","Percent","0.98655"
"Portugal","2005","Not applicable","Not applicable","Percent","0.77858"
"Portugal","2004","Not applicable","Not applicable","Percent","0.74364"
"Portugal","2003","Not applicable","Not applicable","Percent","0.71065"
"Portugal","2002","Not applicable","Not applicable","Percent","0.73204"
"Portugal","2001","Not applicable","Not applicable","Percent","0.77223"
"Portugal","2000","Not applicable","Not applicable","Percent","0.72778"
"Portugal","1999","Not applicable","Not applicable","Percent","0.68662"
"Portugal","1998","Not applicable","Not applicable","Percent","0.63039"
"Portugal","1997","Not applicable","Not applicable","Percent","0.57035"
"Portugal","1996","Not applicable","Not applicable","Percent","0.55619"
"Puerto Rico","2009","Not applicable","Not applicable","Percent","0.48946"
"Republic of Korea","2011","Not applicable","Not applicable","Percent","4.03919"
"Republic of Korea","2010","Not applicable","Not applicable","Percent","3.73781"
"Republic of Korea","2009","Not applicable","Not applicable","Percent","3.56124"
"Republic of Korea","2008","Not applicable","Not applicable","Percent","3.3609"
"Republic of Korea","2007","Not applicable","Not applicable","Percent","3.21035"
"Republic of Korea","2006","Not applicable","Not applicable","Percent","3.00918"
"Republic of Korea","2005","Not applicable","Not applicable","Percent","2.79176"
"Republic of Korea","2004","Not applicable","Not applicable","Percent","2.68298"
"Republic of Korea","2003","Not applicable","Not applicable","Percent","2.48577"
"Republic of Korea","2002","Not applicable","Not applicable","Percent","2.40446"
"Republic of Korea","2001","Not applicable","Not applicable","Percent","2.47316"
"Republic of Korea","2000","Not applicable","Not applicable","Percent","2.2957"
"Republic of Korea","1999","Not applicable","Not applicable","Percent","2.25151"
"Republic of Korea","1998","Not applicable","Not applicable","Percent","2.34178"
"Republic of Korea","1997","Not applicable","Not applicable","Percent","2.48115"
"Republic of Korea","1996","Not applicable","Not applicable","Percent","2.42491"
"Romania","2012","Not applicable","Not applicable","Percent","0.48898"
"Romania","2011","Not applicable","Not applicable","Percent","0.50059"
"Romania","2010","Not applicable","Not applicable","Percent","0.46086"
"Romania","2009","Not applicable","Not applicable","Percent","0.47031"
"Romania","2008","Not applicable","Not applicable","Percent","0.57911"
"Romania","2007","Not applicable","Not applicable","Percent","0.52339"
"Romania","2006","Not applicable","Not applicable","Percent","0.45432"
"Romania","2005","Not applicable","Not applicable","Percent","0.40964"
"Romania","2004","Not applicable","Not applicable","Percent","0.3852"
"Romania","2003","Not applicable","Not applicable","Percent","0.386"
"Romania","2002","Not applicable","Not applicable","Percent","0.37784"
"Romania","2001","Not applicable","Not applicable","Percent","0.38945"
"Romania","2000","Not applicable","Not applicable","Percent","0.36575"
"Romania","1999","Not applicable","Not applicable","Percent","0.40236"
"Romania","1998","Not applicable","Not applicable","Percent","0.49048"
"Romania","1997","Not applicable","Not applicable","Percent","0.57922"
"Romania","1996","Not applicable","Not applicable","Percent","0.70543"
"Russian Federation","2012","Not applicable","Not applicable","Percent","1.11802"
"Russian Federation","2011","Not applicable","Not applicable","Percent","1.09396"
"Russian Federation","2010","Not applicable","Not applicable","Percent","1.1302"
"Russian Federation","2009","Not applicable","Not applicable","Percent","1.25192"
"Russian Federation","2008","Not applicable","Not applicable","Percent","1.04435"
"Russian Federation","2007","Not applicable","Not applicable","Percent","1.11611"
"Russian Federation","2006","Not applicable","Not applicable","Percent","1.07294"
"Russian Federation","2005","Not applicable","Not applicable","Percent","1.06797"
"Russian Federation","2004","Not applicable","Not applicable","Percent","1.15133"
"Russian Federation","2003","Not applicable","Not applicable","Percent","1.28603"
"Russian Federation","2002","Not applicable","Not applicable","Percent","1.24782"
"Russian Federation","2001","Not applicable","Not applicable","Percent","1.17694"
"Russian Federation","2000","Not applicable","Not applicable","Percent","1.04984"
"Russian Federation","1999","Not applicable","Not applicable","Percent","0.99624"
"Russian Federation","1998","Not applicable","Not applicable","Percent","0.95384"
"Russian Federation","1997","Not applicable","Not applicable","Percent","1.04374"
"Russian Federation","1996","Not applicable","Not applicable","Percent","0.96593"
"Saint Lucia","1999","Not applicable","Not applicable","Percent","0.3644"
"Saint Lucia","1998","Not applicable","Not applicable","Percent","0.76588"
"Saint Vincent and the Grenadines","2002","Not applicable","Not applicable","Percent","0.12008"
"Saint Vincent and the Grenadines","2001","Not applicable","Not applicable","Percent","0.04296"
"Saudi Arabia","2009","Not applicable","Not applicable","Percent","0.07338"
"Saudi Arabia","2008","Not applicable","Not applicable","Percent","0.04902"
"Saudi Arabia","2007","Not applicable","Not applicable","Percent","0.04521"
"Saudi Arabia","2006","Not applicable","Not applicable","Percent","0.04245"
"Saudi Arabia","2005","Not applicable","Not applicable","Percent","0.0423"
"Saudi Arabia","2004","Not applicable","Not applicable","Percent","0.05315"
"Saudi Arabia","2003","Not applicable","Not applicable","Percent","0.06269"
"Senegal","2010","Not applicable","Not applicable","Percent","0.54086"
"Senegal","2008","Not applicable","Not applicable","Percent","0.36834"
"Serbia","2012","Not applicable","Not applicable","Percent","0.9868"
"Serbia","2011","Not applicable","Not applicable","Percent","0.77744"
"Serbia","2010","Not applicable","Not applicable","Percent","0.79213"
"Serbia","2009","Not applicable","Not applicable","Percent","0.91707"
"Serbia","2008","Not applicable","Not applicable","Percent","0.38481"
"Serbia","2007","Not applicable","Not applicable","Percent","0.36239"
"Serbia","2006","Not applicable","Not applicable","Percent","0.48893"
"Serbia","2005","Not applicable","Not applicable","Percent","0.43366"
"Serbia","2004","Not applicable","Not applicable","Percent","0.32004"
"Serbia","2003","Not applicable","Not applicable","Percent","0.56506"
"Serbia","2002","Not applicable","Not applicable","Percent","0.72517"
"Serbia","2001","Not applicable","Not applicable","Percent","0.34591"
"Serbia","2000","Not applicable","Not applicable","Percent","0.96561"
"Serbia","1999","Not applicable","Not applicable","Percent","1.04111"
"Serbia","1998","Not applicable","Not applicable","Percent","0.90421"
"Serbia","1997","Not applicable","Not applicable","Percent","0.85162"
"Seychelles","2005","Not applicable","Not applicable","Percent","0.30209"
"Seychelles","2004","Not applicable","Not applicable","Percent","0.34658"
"Seychelles","2003","Not applicable","Not applicable","Percent","0.41335"
"Seychelles","2002","Not applicable","Not applicable","Percent","0.40674"
"Seychelles","2001","Not applicable","Not applicable","Percent","0.42788"
"Singapore","2012","Not applicable","Not applicable","Percent","2.09652"
"Singapore","2011","Not applicable","Not applicable","Percent","2.22947"
"Singapore","2010","Not applicable","Not applicable","Percent","2.054"
"Singapore","2009","Not applicable","Not applicable","Percent","2.20015"
"Singapore","2008","Not applicable","Not applicable","Percent","2.64338"
"Singapore","2007","Not applicable","Not applicable","Percent","2.36478"
"Singapore","2006","Not applicable","Not applicable","Percent","2.16488"
"Singapore","2005","Not applicable","Not applicable","Percent","2.19493"
"Singapore","2004","Not applicable","Not applicable","Percent","2.13241"
"Singapore","2003","Not applicable","Not applicable","Percent","2.04845"
"Singapore","2002","Not applicable","Not applicable","Percent","2.09776"
"Singapore","2001","Not applicable","Not applicable","Percent","2.05725"
"Singapore","2000","Not applicable","Not applicable","Percent","1.85105"
"Singapore","1999","Not applicable","Not applicable","Percent","1.84635"
"Singapore","1998","Not applicable","Not applicable","Percent","1.75169"
"Singapore","1997","Not applicable","Not applicable","Percent","1.42744"
"Singapore","1996","Not applicable","Not applicable","Percent","1.33535"
"Slovakia","2012","Not applicable","Not applicable","Percent","0.82315"
"Slovakia","2011","Not applicable","Not applicable","Percent","0.67915"
"Slovakia","2010","Not applicable","Not applicable","Percent","0.63332"
"Slovakia","2009","Not applicable","Not applicable","Percent","0.48251"
"Slovakia","2008","Not applicable","Not applicable","Percent","0.47344"
"Slovakia","2007","Not applicable","Not applicable","Percent","0.45994"
"Slovakia","2006","Not applicable","Not applicable","Percent","0.48662"
"Slovakia","2005","Not applicable","Not applicable","Percent","0.50503"
"Slovakia","2004","Not applicable","Not applicable","Percent","0.51193"
"Slovakia","2003","Not applicable","Not applicable","Percent","0.57345"
"Slovakia","2002","Not applicable","Not applicable","Percent","0.57114"
"Slovakia","2001","Not applicable","Not applicable","Percent","0.63358"
"Slovakia","2000","Not applicable","Not applicable","Percent","0.64797"
"Slovakia","1999","Not applicable","Not applicable","Percent","0.65563"
"Slovakia","1998","Not applicable","Not applicable","Percent","0.78051"
"Slovakia","1997","Not applicable","Not applicable","Percent","1.07701"
"Slovakia","1996","Not applicable","Not applicable","Percent","0.91051"
"Slovenia","2012","Not applicable","Not applicable","Percent","2.79952"
"Slovenia","2011","Not applicable","Not applicable","Percent","2.47362"
"Slovenia","2010","Not applicable","Not applicable","Percent","2.10624"
"Slovenia","2009","Not applicable","Not applicable","Percent","1.8603"
"Slovenia","2008","Not applicable","Not applicable","Percent","1.65493"
"Slovenia","2007","Not applicable","Not applicable","Percent","1.44814"
"Slovenia","2006","Not applicable","Not applicable","Percent","1.55811"
"Slovenia","2005","Not applicable","Not applicable","Percent","1.43709"
"Slovenia","2004","Not applicable","Not applicable","Percent","1.39364"
"Slovenia","2003","Not applicable","Not applicable","Percent","1.26862"
"Slovenia","2002","Not applicable","Not applicable","Percent","1.46527"
"Slovenia","2001","Not applicable","Not applicable","Percent","1.49473"
"Slovenia","2000","Not applicable","Not applicable","Percent","1.38087"
"Slovenia","1999","Not applicable","Not applicable","Percent","1.36092"
"Slovenia","1998","Not applicable","Not applicable","Percent","1.32899"
"Slovenia","1997","Not applicable","Not applicable","Percent","1.26741"
"Slovenia","1996","Not applicable","Not applicable","Percent","1.28599"
"South Africa","2010","Not applicable","Not applicable","Percent","0.7616"
"South Africa","2009","Not applicable","Not applicable","Percent","0.87079"
"South Africa","2008","Not applicable","Not applicable","Percent","0.93247"
"South Africa","2007","Not applicable","Not applicable","Percent","0.92373"
"South Africa","2006","Not applicable","Not applicable","Percent","0.93473"
"South Africa","2005","Not applicable","Not applicable","Percent","0.9006"
"South Africa","2004","Not applicable","Not applicable","Percent","0.8486"
"South Africa","2003","Not applicable","Not applicable","Percent","0.79232"
"South Africa","2001","Not applicable","Not applicable","Percent","0.73412"
"South Africa","1997","Not applicable","Not applicable","Percent","0.59834"
"Spain","2012","Not applicable","Not applicable","Percent","1.30142"
"Spain","2011","Not applicable","Not applicable","Percent","1.35563"
"Spain","2010","Not applicable","Not applicable","Percent","1.3952"
"Spain","2009","Not applicable","Not applicable","Percent","1.39285"
"Spain","2008","Not applicable","Not applicable","Percent","1.35149"
"Spain","2007","Not applicable","Not applicable","Percent","1.26689"
"Spain","2006","Not applicable","Not applicable","Percent","1.19885"
"Spain","2005","Not applicable","Not applicable","Percent","1.1214"
"Spain","2004","Not applicable","Not applicable","Percent","1.06333"
"Spain","2003","Not applicable","Not applicable","Percent","1.04881"
"Spain","2002","Not applicable","Not applicable","Percent","0.98642"
"Spain","2001","Not applicable","Not applicable","Percent","0.91522"
"Spain","2000","Not applicable","Not applicable","Percent","0.90791"
"Spain","1999","Not applicable","Not applicable","Percent","0.86177"
"Spain","1998","Not applicable","Not applicable","Percent","0.87424"
"Spain","1997","Not applicable","Not applicable","Percent","0.80171"
"Spain","1996","Not applicable","Not applicable","Percent","0.81352"
"Sri Lanka","2010","Not applicable","Not applicable","Percent","0.15664"
"Sri Lanka","2008","Not applicable","Not applicable","Percent","0.11444"
"Sri Lanka","2006","Not applicable","Not applicable","Percent","0.1742"
"Sri Lanka","2004","Not applicable","Not applicable","Percent","0.1821"
"Sri Lanka","2000","Not applicable","Not applicable","Percent","0.14392"
"Sri Lanka","1996","Not applicable","Not applicable","Percent","0.18356"
"Sudan","2005","Not applicable","Not applicable","Percent","0.29844"
"Sudan","2004","Not applicable","Not applicable","Percent","0.29586"
"Sudan","2003","Not applicable","Not applicable","Percent","0.33982"
"Sudan","2002","Not applicable","Not applicable","Percent","0.39509"
"Sudan","2001","Not applicable","Not applicable","Percent","0.44686"
"Sudan","2000","Not applicable","Not applicable","Percent","0.47277"
"Sudan","1999","Not applicable","Not applicable","Percent","0.53007"
"Sweden","2012","Not applicable","Not applicable","Percent","3.40622"
"Sweden","2011","Not applicable","Not applicable","Percent","3.38709"
"Sweden","2010","Not applicable","Not applicable","Percent","3.39194"
"Sweden","2009","Not applicable","Not applicable","Percent","3.6167"
"Sweden","2008","Not applicable","Not applicable","Percent","3.69517"
"Sweden","2007","Not applicable","Not applicable","Percent","3.43479"
"Sweden","2006","Not applicable","Not applicable","Percent","3.68411"
"Sweden","2005","Not applicable","Not applicable","Percent","3.55914"
"Sweden","2004","Not applicable","Not applicable","Percent","3.57507"
"Sweden","2003","Not applicable","Not applicable","Percent","3.80267"
"Sweden","2001","Not applicable","Not applicable","Percent","4.13"
"Sweden","1999","Not applicable","Not applicable","Percent","3.58067"
"Sweden","1997","Not applicable","Not applicable","Percent","3.4675"
"Switzerland","2008","Not applicable","Not applicable","Percent","2.87046"
"Switzerland","2004","Not applicable","Not applicable","Percent","2.8151"
"Switzerland","2000","Not applicable","Not applicable","Percent","2.46875"
"Switzerland","1996","Not applicable","Not applicable","Percent","2.59029"
"Tajikistan","2011","Not applicable","Not applicable","Percent","0.12148"
"Tajikistan","2010","Not applicable","Not applicable","Percent","0.08914"
"Tajikistan","2009","Not applicable","Not applicable","Percent","0.08577"
"Tajikistan","2008","Not applicable","Not applicable","Percent","0.06983"
"Tajikistan","2007","Not applicable","Not applicable","Percent","0.06778"
"Tajikistan","2006","Not applicable","Not applicable","Percent","0.10732"
"Tajikistan","2005","Not applicable","Not applicable","Percent","0.0957"
"Tajikistan","2004","Not applicable","Not applicable","Percent","0.06697"
"Tajikistan","2003","Not applicable","Not applicable","Percent","0.0689"
"Tajikistan","2002","Not applicable","Not applicable","Percent","0.07068"
"Tajikistan","2001","Not applicable","Not applicable","Percent","0.08953"
"Thailand","2009","Not applicable","Not applicable","Percent","0.25056"
"Thailand","2007","Not applicable","Not applicable","Percent","0.21378"
"Thailand","2006","Not applicable","Not applicable","Percent","0.24919"
"Thailand","2005","Not applicable","Not applicable","Percent","0.23498"
"Thailand","2004","Not applicable","Not applicable","Percent","0.25535"
"Thailand","2003","Not applicable","Not applicable","Percent","0.26192"
"Thailand","2002","Not applicable","Not applicable","Percent","0.24404"
"Thailand","2001","Not applicable","Not applicable","Percent","0.2627"
"Thailand","2000","Not applicable","Not applicable","Percent","0.25202"
"Thailand","1999","Not applicable","Not applicable","Percent","0.25654"
"Thailand","1997","Not applicable","Not applicable","Percent","0.10166"
"Thailand","1996","Not applicable","Not applicable","Percent","0.11989"
"The former Yugoslav Republic of Macedonia","2010","Not applicable","Not applicable","Percent","0.21793"
"The former Yugoslav Republic of Macedonia","2009","Not applicable","Not applicable","Percent","0.19865"
"The former Yugoslav Republic of Macedonia","2008","Not applicable","Not applicable","Percent","0.2253"
"The former Yugoslav Republic of Macedonia","2007","Not applicable","Not applicable","Percent","0.17463"
"The former Yugoslav Republic of Macedonia","2006","Not applicable","Not applicable","Percent","0.20268"
"The former Yugoslav Republic of Macedonia","2005","Not applicable","Not applicable","Percent","0.23861"
"The former Yugoslav Republic of Macedonia","2004","Not applicable","Not applicable","Percent","0.23947"
"The former Yugoslav Republic of Macedonia","2003","Not applicable","Not applicable","Percent","0.21906"
"The former Yugoslav Republic of Macedonia","2002","Not applicable","Not applicable","Percent","0.25926"
"The former Yugoslav Republic of Macedonia","2001","Not applicable","Not applicable","Percent","0.31635"
"The former Yugoslav Republic of Macedonia","2000","Not applicable","Not applicable","Percent","0.44059"
"The former Yugoslav Republic of Macedonia","1999","Not applicable","Not applicable","Percent","0.3451"
"The former Yugoslav Republic of Macedonia","1998","Not applicable","Not applicable","Percent","0.4296"
"The former Yugoslav Republic of Macedonia","1997","Not applicable","Not applicable","Percent","0.37773"
"Togo","2010","Not applicable","Not applicable","Percent","0.25349"
"Trinidad and Tobago","2011","Not applicable","Not applicable","Percent","0.04348"
"Trinidad and Tobago","2010","Not applicable","Not applicable","Percent","0.05137"
"Trinidad and Tobago","2009","Not applicable","Not applicable","Percent","0.05665"
"Trinidad and Tobago","2008","Not applicable","Not applicable","Percent","0.03072"
"Trinidad and Tobago","2007","Not applicable","Not applicable","Percent","0.04589"
"Trinidad and Tobago","2006","Not applicable","Not applicable","Percent","0.05526"
"Trinidad and Tobago","2005","Not applicable","Not applicable","Percent","0.09396"
"Trinidad and Tobago","2004","Not applicable","Not applicable","Percent","0.11496"
"Trinidad and Tobago","2003","Not applicable","Not applicable","Percent","0.11325"
"Trinidad and Tobago","2002","Not applicable","Not applicable","Percent","0.12933"
"Trinidad and Tobago","2001","Not applicable","Not applicable","Percent","0.11762"
"Trinidad and Tobago","2000","Not applicable","Not applicable","Percent","0.12614"
"Trinidad and Tobago","1999","Not applicable","Not applicable","Percent","0.12292"
"Trinidad and Tobago","1998","Not applicable","Not applicable","Percent","0.12715"
"Trinidad and Tobago","1997","Not applicable","Not applicable","Percent","0.11553"
"Trinidad and Tobago","1996","Not applicable","Not applicable","Percent","0.10325"
"Tunisia","2009","Not applicable","Not applicable","Percent","1.10218"
"Tunisia","2008","Not applicable","Not applicable","Percent","1.0341"
"Tunisia","2007","Not applicable","Not applicable","Percent","1.00472"
"Tunisia","2006","Not applicable","Not applicable","Percent","0.95506"
"Tunisia","2005","Not applicable","Not applicable","Percent","0.9171"
"Tunisia","2004","Not applicable","Not applicable","Percent","0.90117"
"Tunisia","2003","Not applicable","Not applicable","Percent","0.66152"
"Tunisia","2002","Not applicable","Not applicable","Percent","0.57141"
"Tunisia","2001","Not applicable","Not applicable","Percent","0.48194"
"Tunisia","2000","Not applicable","Not applicable","Percent","0.4145"
"Tunisia","1999","Not applicable","Not applicable","Percent","0.39756"
"Tunisia","1998","Not applicable","Not applicable","Percent","0.39029"
"Tunisia","1997","Not applicable","Not applicable","Percent","0.38748"
"Tunisia","1996","Not applicable","Not applicable","Percent","0.30473"
"Turkey","2011","Not applicable","Not applicable","Percent","0.85952"
"Turkey","2010","Not applicable","Not applicable","Percent","0.84343"
"Turkey","2009","Not applicable","Not applicable","Percent","0.84902"
"Turkey","2008","Not applicable","Not applicable","Percent","0.72518"
"Turkey","2007","Not applicable","Not applicable","Percent","0.72241"
"Turkey","2006","Not applicable","Not applicable","Percent","0.58016"
"Turkey","2005","Not applicable","Not applicable","Percent","0.59104"
"Turkey","2004","Not applicable","Not applicable","Percent","0.51831"
"Turkey","2003","Not applicable","Not applicable","Percent","0.48311"
"Turkey","2002","Not applicable","Not applicable","Percent","0.52594"
"Turkey","2001","Not applicable","Not applicable","Percent","0.53779"
"Turkey","2000","Not applicable","Not applicable","Percent","0.47909"
"Turkey","1999","Not applicable","Not applicable","Percent","0.46767"
"Turkey","1998","Not applicable","Not applicable","Percent","0.37095"
"Turkey","1997","Not applicable","Not applicable","Percent","0.49169"
"Turkey","1996","Not applicable","Not applicable","Percent","0.45159"
"Uganda","2010","Not applicable","Not applicable","Percent","0.55794"
"Uganda","2009","Not applicable","Not applicable","Percent","0.41158"
"Uganda","2008","Not applicable","Not applicable","Percent","0.32632"
"Uganda","2007","Not applicable","Not applicable","Percent","0.38821"
"Uganda","2006","Not applicable","Not applicable","Percent","0.30033"
"Uganda","2005","Not applicable","Not applicable","Percent","0.21514"
"Uganda","2004","Not applicable","Not applicable","Percent","0.26056"
"Uganda","2003","Not applicable","Not applicable","Percent","0.25612"
"Uganda","2002","Not applicable","Not applicable","Percent","0.36756"
"Ukraine","2011","Not applicable","Not applicable","Percent","0.73662"
"Ukraine","2010","Not applicable","Not applicable","Percent","0.83098"
"Ukraine","2009","Not applicable","Not applicable","Percent","0.85644"
"Ukraine","2008","Not applicable","Not applicable","Percent","0.84644"
"Ukraine","2007","Not applicable","Not applicable","Percent","0.85319"
"Ukraine","2006","Not applicable","Not applicable","Percent","0.94908"
"Ukraine","2005","Not applicable","Not applicable","Percent","1.16896"
"Ukraine","2004","Not applicable","Not applicable","Percent","1.08152"
"Ukraine","2003","Not applicable","Not applicable","Percent","1.11179"
"Ukraine","2002","Not applicable","Not applicable","Percent","0.9982"
"Ukraine","2001","Not applicable","Not applicable","Percent","1.02329"
"Ukraine","2000","Not applicable","Not applicable","Percent","0.96213"
"Ukraine","1999","Not applicable","Not applicable","Percent","0.96968"
"Ukraine","1998","Not applicable","Not applicable","Percent","1.06993"
"Ukraine","1997","Not applicable","Not applicable","Percent","1.1923"
"United Arab Emirates","2011","Not applicable","Not applicable","Percent","0.48911"
"United Kingdom of Great Britain and Northern Ireland","2012","Not applicable","Not applicable","Percent","1.72108"
"United Kingdom of Great Britain and Northern Ireland","2011","Not applicable","Not applicable","Percent","1.78145"
"United Kingdom of Great Britain and Northern Ireland","2010","Not applicable","Not applicable","Percent","1.77448"
"United Kingdom of Great Britain and Northern Ireland","2009","Not applicable","Not applicable","Percent","1.82477"
"United Kingdom of Great Britain and Northern Ireland","2008","Not applicable","Not applicable","Percent","1.75376"
"United Kingdom of Great Britain and Northern Ireland","2007","Not applicable","Not applicable","Percent","1.75061"
"United Kingdom of Great Britain and Northern Ireland","2006","Not applicable","Not applicable","Percent","1.71941"
"United Kingdom of Great Britain and Northern Ireland","2005","Not applicable","Not applicable","Percent","1.69816"
"United Kingdom of Great Britain and Northern Ireland","2004","Not applicable","Not applicable","Percent","1.6693"
"United Kingdom of Great Britain and Northern Ireland","2003","Not applicable","Not applicable","Percent","1.73249"
"United Kingdom of Great Britain and Northern Ireland","2002","Not applicable","Not applicable","Percent","1.77794"
"United Kingdom of Great Britain and Northern Ireland","2001","Not applicable","Not applicable","Percent","1.77236"
"United Kingdom of Great Britain and Northern Ireland","2000","Not applicable","Not applicable","Percent","1.79488"
"United Kingdom of Great Britain and Northern Ireland","1999","Not applicable","Not applicable","Percent","1.80402"
"United Kingdom of Great Britain and Northern Ireland","1998","Not applicable","Not applicable","Percent","1.73204"
"United Kingdom of Great Britain and Northern Ireland","1997","Not applicable","Not applicable","Percent","1.73365"
"United Kingdom of Great Britain and Northern Ireland","1996","Not applicable","Not applicable","Percent","1.80097"
"United Republic of Tanzania","2010","Not applicable","Not applicable","Percent","0.51616"
"United Republic of Tanzania","2007","Not applicable","Not applicable","Percent","0.43442"
"United States of America","2012","Not applicable","Not applicable","Percent","2.79197"
"United States of America","2011","Not applicable","Not applicable","Percent","2.76264"
"United States of America","2010","Not applicable","Not applicable","Percent","2.73827"
"United States of America","2009","Not applicable","Not applicable","Percent","2.81594"
"United States of America","2008","Not applicable","Not applicable","Percent","2.76651"
"United States of America","2007","Not applicable","Not applicable","Percent","2.62644"
"United States of America","2006","Not applicable","Not applicable","Percent","2.54965"
"United States of America","2005","Not applicable","Not applicable","Percent","2.50567"
"United States of America","2004","Not applicable","Not applicable","Percent","2.48953"
"United States of America","2003","Not applicable","Not applicable","Percent","2.55253"
"United States of America","2002","Not applicable","Not applicable","Percent","2.54905"
"United States of America","2001","Not applicable","Not applicable","Percent","2.63746"
"United States of America","2000","Not applicable","Not applicable","Percent","2.61925"
"United States of America","1999","Not applicable","Not applicable","Percent","2.54041"
"United States of America","1998","Not applicable","Not applicable","Percent","2.49677"
"United States of America","1997","Not applicable","Not applicable","Percent","2.47092"
