"","pmid","cit","year"
"22955911","22955911",18,2012
"22955446","22955446",0,2012
"22955330","22955330",9,2012
"22954607","22954607",0,2012
"22952040","22952040",10,2012
"22950536","22950536",1,2012
"22950412","22950412",0,2012
"22948811","22948811",0,2012
"22945689","22945689",1,2012
"22944294","22944294",1,2012
"22942572","22942572",0,2012
"22941034","22941034",1,2012
"22939229","22939229",0,2012
"22938831","22938831",0,2012
"22937789","22937789",5,2012
"22936933","22936933",6,2012
"22936013","22936013",6,2012
"22934770","22934770",3,2012
"24653665","24653665",1,2012
"22932792","22932792",2,2012
"22927247","22927247",2,2012
"22926059","22926059",5,2012
"22924417","22924417",3,2012
"22924391","22924391",0,2012
"22924009","22924009",0,2012
"22922567","22922567",15,2012
"22921184","22921184",16,2012
"22920946","22920946",0,2012
"22915640","22915640",39,2012
"22913238","22913238",1,2012
"22911550","22911550",2,2012
"22911334","22911334",4,2012
"22910767","22910767",1,2012
"22909798","22909798",0,2012
"22908014","22908014",9,2012
"22905339","22905339",0,2012
"22902365","22902365",2,2012
"22902363","22902363",4,2012
"22899580","22899580",2,2012
"22899579","22899579",1,2012
"22899340","22899340",0,2012
"22898870","22898870",5,2012
"22897965","22897965",0,2012
"22897733","22897733",3,2012
"22897730","22897730",0,2012
"22893631","22893631",6,2012
"22891789","22891789",0,2012
"22891276","22891276",20,2012
"22890406","22890406",2,2012
"22888354","22888354",6,2012
"22885698","22885698",50,2012
"22884083","22884083",1,2012
"22878603","22878603",1,2012
"22877885","22877885",2,2012
"22875913","22875913",3,2012
"22875912","22875912",28,2012
"22875623","22875623",1,2012
"22875575","22875575",0,2012
"22875063","22875063",3,2012
"22875025","22875025",5,2012
"22872726","22872726",1,2012
"22869884","22869884",22,2012
"22869876","22869876",0,2012
"22867787","22867787",0,2012
"22866921","22866921",4,2012
"22864121","22864121",0,2012
"22861163","22861163",6,2012
"22860893","22860893",0,2012
"22859607","22859607",32,2012
"22856888","22856888",0,2012
"22856663","22856663",2,2012
"22853816","22853816",3,2012
"22852211","22852211",0,2012
"22851972","22851972",2,2012
"22848499","22848499",3,2012
"22846973","22846973",0,2012
"22844583","22844583",6,2012
"22843883","22843883",1,2012
"22843692","22843692",2,2012
"22842611","22842611",1,2012
"22842181","22842181",1,2012
"22841548","22841548",2,2012
"22840362","22840362",0,2012
"22839722","22839722",0,2012
"22839105","22839105",0,2012
"22837534","22837534",17,2012
"22833497","22833497",0,2012
"22833260","22833260",0,2012
"22831395","22831395",3,2012
"22830942","22830942",3,2012
"22830642","22830642",0,2012
"22830347","22830347",5,2012
"22829975","22829975",5,2012
"22829166","22829166",0,2012
"22828445","22828445",5,2012
"22828442","22828442",2,2012
"22825560","22825560",0,2012
"22824068","22824068",0,2012
"22816611","22816611",0,2012
"22814293","22814293",2,2012
"22812631","22812631",1,2012
"22811788","22811788",0,2012
"22810506","22810506",0,2012
"22808365","22808365",0,2012
"22805693","22805693",0,2012
"22797699","22797699",21,2012
"22796518","22796518",8,2012
"22795690","22795690",0,2012
"22791353","22791353",13,2012
"22784365","22784365",1,2012
"22774920","22774920",3,2012
"22783355","22783355",6,2012
"22783353","22783353",0,2012
"22781591","22781591",6,2012
"22781215","22781215",0,2012
"22781028","22781028",1,2012
"22780213","22780213",4,2012
"22778323","22778323",22,2012
"22775572","22775572",3,2012
"22775451","22775451",3,2012
"22771645","22771645",0,2012
"22768797","22768797",0,2012
"22768280","22768280",5,2012
"22768161","22768161",5,2012
"22767316","22767316",4,2012
"22760587","22760587",11,2012
"22758641","22758641",10,2012
"22745306","22745306",4,2012
"22744928","22744928",0,2012
"22743622","22743622",2,2012
"22740450","22740450",17,2012
"22739160","22739160",0,2012
"22739156","22739156",1,2012
"22739152","22739152",0,2012
"22739018","22739018",1,2012
"22738889","22738889",0,2012
"22738394","22738394",5,2012
"22738114","22738114",7,2012
"22736311","22736311",0,2012
"22736254","22736254",2,2012
"22735547","22735547",5,2012
"22734081","22734081",0,2012
"22730665","22730665",0,2012
"22730324","22730324",6,2012
"22729623","22729623",1,2012
"22727510","22727510",3,2012
"22724571","22724571",0,2012
"22723551","22723551",6,2012
"22721814","22721814",0,2012
"22720255","22720255",3,2012
"22720208","22720208",9,2012
"22718434","22718434",1,2012
"22715122","22715122",52,2012
"22713648","22713648",6,2012
"22712573","22712573",11,2012
"22712016","22712016",0,2012
"22711886","22711886",0,2012
"22711705","22711705",6,2012
"22710900","22710900",2,2012
"22710860","22710860",0,2012
"22710432","22710432",18,2012
"22707321","22707321",0,2012
"22706868","22706868",0,2012
"22705596","22705596",9,2012
"22703832","22703832",1,2012
"22700719","22700719",14,2012
"22697045","22697045",0,2012
"22696050","22696050",2,2012
"22693682","22693682",0,2012
"22692727","22692727",0,2012
"22692508","22692508",7,2012
"22689920","22689920",6,2012
"22689321","22689321",1,2012
"22687454","22687454",4,2012
"22686190","22686190",2,2012
"22683202","22683202",0,2012
"22682468","22682468",0,2012
"22681715","22681715",0,2012
"22680773","22680773",0,2012
"22675518","22675518",7,2012
"22675167","22675167",6,2012
"22674506","22674506",6,2012
"22673746","22673746",13,2012
"22672427","22672427",4,2012
"22670095","22670095",3,2012
"22669567","22669567",2,2012
"22665715","22665715",0,2012
"22664111","22664111",0,2012
"22664044","22664044",3,2012
"22663160","22663160",2,2012
"22661193","22661193",1,2012
"22659741","22659741",4,2012
"22658224","22658224",5,2012
"22653951","22653951",1,2012
"22653949","22653949",2,2012
"22649879","22649879",0,2012
"22649134","22649134",0,2012
"22649129","22649129",0,2012
"22649104","22649104",3,2012
"22646928","22646928",2,2012
"22646856","22646856",1,2012
"22646816","22646816",3,2012
"22645840","22645840",0,2012
"22645177","22645177",3,2012
"22642991","22642991",0,2012
"22642361","22642361",2,2012
"22640008","22640008",1,2012
"22639828","22639828",3,2012
"22624718","22624718",18,2012
"22623730","22623730",12,2012
"22623161","22623161",0,2012
"22621695","22621695",0,2012
"22619113","22619113",12,2012
"22619094","22619094",9,2012
"22619012","22619012",0,2012
"22616724","22616724",15,2012
"22616646","22616646",2,2012
"22614661","22614661",0,2012
"22613791","22613791",7,2012
"22612903","22612903",1,2012
"22611237","22611237",1,2012
"22610076","22610076",27,2012
"22608593","22608593",0,2012
"22608309","22608309",0,2012
"22606052","22606052",0,2012
"22594801","22594801",13,2012
"22593689","22593689",0,2012
"22593611","22593611",14,2012
"22591390","22591390",2,2012
"22591389","22591389",2,2012
"22591388","22591388",0,2012
"22591387","22591387",4,2012
"22591386","22591386",3,2012
"22591385","22591385",3,2012
"22591384","22591384",1,2012
"22591383","22591383",2,2012
"22589486","22589486",23,2012
"22586681","22586681",34,2012
"22586062","22586062",0,2012
"22586047","22586047",3,2012
"22584787","22584787",3,2012
"22581170","22581170",0,2012
"22579369","22579369",0,2012
"22578814","22578814",1,2012
"22576573","22576573",0,2012
"22575185","22575185",0,2012
"22574687","22574687",0,2012
"22573347","22573347",1,2012
"22573101","22573101",0,2012
"22571691","22571691",0,2012
"22571578","22571578",0,2012
"22571487","22571487",7,2012
"22571477","22571477",0,2012
"22571278","22571278",7,2012
"22570724","22570724",3,2012
"22569400","22569400",16,2012
"22568511","22568511",1,2012
"22568510","22568510",0,2012
"22567217","22567217",0,2012
"22567048","22567048",0,2012
"22565525","22565525",1,2012
"22564988","22564988",21,2012
"22563818","22563818",0,2012
"22563817","22563817",0,2012
"22563816","22563816",0,2012
"22563815","22563815",2,2012
"22563089","22563089",22,2012
"22562081","22562081",3,2012
"22560273","22560273",0,2012
"22560084","22560084",1,2012
"22553924","22553924",0,2012
"22552810","22552810",2,2012
"22548957","22548957",0,2012
"22548611","22548611",0,2012
"22547610","22547610",8,2012
"22547582","22547582",19,2012
"22542823","22542823",0,2012
"22541083","22541083",0,2012
"22541072","22541072",0,2012
"22535761","22535761",3,2012
"22534504","22534504",11,2012
"22532845","22532845",6,2012
"22531447","22531447",9,2012
"22531170","22531170",13,2012
"22530665","22530665",1,2012
"22526361","22526361",6,2012
"22507801","22507801",0,2012
"22522989","22522989",2,2012
"22521894","22521894",1,2012
"22517878","22517878",1,2012
"22516918","22516918",4,2012
"22515518","22515518",1,2012
"22515439","22515439",2,2012
"22514921","22514921",0,2012
"22512629","22512629",0,2012
"22512551","22512551",3,2012
"22511321","22511321",0,2012
"22509718","22509718",3,2012
"22508769","22508769",0,2012
"22508288","22508288",1,2012
"22505652","22505652",5,2012
"22504139","22504139",0,2012
"22500554","22500554",1,2012
"22499304","22499304",0,2012
"22498987","22498987",0,2012
"22495389","22495389",0,2012
"22494508","22494508",3,2012
"22493499","22493499",5,2012
"22493413","22493413",22,2012
"22490331","22490331",3,2012
"22489945","22489945",3,2012
"22489537","22489537",4,2012
"22488546","22488546",0,2012
"22487678","22487678",1,2012
"22486291","22486291",0,2012
"21609654","21609654",1,2012
"22484420","22484420",5,2012
"22483523","22483523",0,2012
"22483155","22483155",1,2012
"22475870","22475870",3,2012
"22475243","22475243",4,2012
"22475215","22475215",2,2012
"22475085","22475085",6,2012
"22475052","22475052",10,2012
"22474408","22474408",1,2012
"22474251","22474251",5,2012
"22471249","22471249",12,2012
"22470559","22470559",7,2012
"22470141","22470141",0,2012
"22466256","22466256",4,2012
"22464020","22464020",2,2012
"24250490","24250490",3,2012
"23785591","23785591",0,2012
"22461474","22461474",2,2012
"22461140","22461140",12,2012
"22460735","22460735",6,2012
"22460620","22460620",6,2012
"22458707","22458707",0,2012
"22458185","22458185",0,2012
"22457415","22457415",0,2012
"22454642","22454642",1,2012
"22453662","22453662",4,2012
"22453151","22453151",0,2012
"22452592","22452592",0,2012
"22451425","22451425",23,2012
"22450575","22450575",0,2012
"22450572","22450572",0,2012
"22450142","22450142",0,2012
"22449622","22449622",2,2012
"22449365","22449365",3,2012
"22446006","22446006",4,2012
"22442489","22442489",0,2012
"22442335","22442335",2,2012
"22441130","22441130",2,2012
"22438859","22438859",3,2012
"22438363","22438363",2,2012
"22438256","22438256",23,2012
"22437326","22437326",11,2012
"22434694","22434694",0,2012
"22434180","22434180",0,2012
"22432520","22432520",0,2012
"22431543","22431543",1,2012
"22431542","22431542",5,2012
"22430796","22430796",5,2012
"22429720","22429720",0,2012
"22428184","22428184",0,2012
"22426257","22426257",5,2012
"22423601","22423601",0,2012
"22422819","22422819",7,2012
"22422034","22422034",0,2012
"22417262","22417262",4,2012
"22416772","22416772",1,2012
"22416427","22416427",0,2012
"22415752","22415752",41,2012
"22409342","22409342",0,2012
"22405931","22405931",1,2012
"22405484","22405484",2,2012
"22405461","22405461",7,2012
"22404949","22404949",0,2012
"22402624","22402624",2,2012
"22398595","22398595",1,2012
"22397722","22397722",6,2012
"22397719","22397719",1,2012
"22362224","22362224",0,2012
"22394601","22394601",18,2012
"22394247","22394247",3,2012
"22393903","22393903",2,2012
"22393688","22393688",1,2012
"22391201","22391201",0,2012
"22391198","22391198",0,2012
"22391168","22391168",0,2012
"22390778","22390778",2,2012
"22389126","22389126",0,2012
"22383743","22383743",1,2012
"22382893","22382893",4,2012
"22382035","22382035",0,2012
"22379292","22379292",2,2012
"22379184","22379184",0,2012
"22374828","22374828",2,2012
"22374293","22374293",2,2012
"22372648","22372648",1,2012
"22370711","22370711",2,2012
"22369572","22369572",7,2012
"22369330","22369330",7,2012
"22369284","22369284",1,2012
"22369092","22369092",0,2012
"22368753","22368753",3,2012
"22368276","22368276",14,2012
"22362302","22362302",2,2012
"22362000","22362000",26,2012
"22359805","22359805",0,2012
"24744618","24744618",0,2012
"22356172","22356172",1,2012
"22354003","22354003",14,2012
"22351821","22351821",3,2012
"22351695","22351695",11,2012
"22350415","22350415",23,2012
"22350310","22350310",11,2012
"22349724","22349724",3,2012
"22348219","22348219",0,2012
"22346327","22346327",2,2012
"22344033","22344033",33,2012
"22343918","22343918",16,2012
"22343732","22343732",13,2012
"22341045","22341045",0,2012
"22339905","22339905",0,2012
"22339821","22339821",0,2012
"22339395","22339395",2,2012
"23758170","23758170",0,2012
"22338471","22338471",0,2012
"22338197","22338197",0,2012
"22338186","22338186",0,2012
"22338175","22338175",0,2012
"22337714","22337714",5,2012
"22336834","22336834",3,2012
"22335532","22335532",0,2012
"22335530","22335530",2,2012
"22335529","22335529",1,2012
"22333147","22333147",0,2012
"22333038","22333038",2,2012
"22332909","22332909",2,2012
"22331952","22331952",8,2012
"22331940","22331940",24,2012
"22331265","22331265",3,2012
"22329349","22329349",3,2012
"22327134","22327134",0,2012
"22324180","22324180",0,2012
"22322667","22322667",4,2012
"22321781","22321781",0,2012
"22321555","22321555",0,2012
"22321551","22321551",0,2012
"22320315","22320315",9,2012
"22318393","22318393",4,2012
"22316161","22316161",0,2012
"22310286","22310286",8,2012
"22308499","22308499",6,2012
"22308293","22308293",29,2012
"22308275","22308275",4,2012
"22300471","22300471",4,2012
"22297721","22297721",23,2012
"22295296","22295296",0,2012
"22289993","22289993",13,2012
"22289992","22289992",0,2012
"22289987","22289987",12,2012
"22289920","22289920",0,2012
"22289919","22289919",8,2012
"22289918","22289918",5,2012
"22289893","22289893",6,2012
"22289494","22289494",1,2012
"22289136","22289136",1,2012
"22287865","22287865",0,2012
"22285997","22285997",4,2012
"22285608","22285608",2,2012
"22285508","22285508",2,2012
"22285017","22285017",2,2012
"22281094","22281094",0,2012
"22280536","22280536",3,2012
"22279058","22279058",6,2012
"22279054","22279054",59,2012
"22272707","22272707",3,2012
"22272704","22272704",1,2012
"22271900","22271900",6,2012
"22269415","22269415",0,2012
"22266154","22266154",1,2012
"22263569","22263569",1,2012
"22263567","22263567",0,2012
"22263566","22263566",0,2012
"22262772","22262772",9,2012
"22262125","22262125",1,2012
"22261920","22261920",11,2012
"22258401","22258401",13,2012
"22257836","22257836",0,2012
"22249944","22249944",0,2012
"22249443","22249443",0,2012
"22226097","22226097",1,2012
"22246039","22246039",6,2012
"22242823","22242823",0,2012
"22242822","22242822",1,2012
"22242820","22242820",0,2012
"22242818","22242818",0,2012
"22242316","22242316",0,2012
"22240575","22240575",0,2012
"22238073","22238073",4,2012
"22237849","22237849",3,2012
"22237780","22237780",0,2012
"22237050","22237050",12,2012
"22236988","22236988",0,2012
"22236186","22236186",0,2012
"22235315","22235315",6,2012
"22235140","22235140",5,2012
"22234701","22234701",1,2012
"22234695","22234695",13,2012
"22234685","22234685",11,2012
"22234621","22234621",3,2012
"22234253","22234253",0,2012
"22231754","22231754",3,2012
"22231031","22231031",2,2012
"22230398","22230398",4,2012
"22230299","22230299",0,2012
"22228453","22228453",3,2012
"22224978","22224978",9,2012
"22224845","22224845",7,2012
"22220854","22220854",2,2012
"22217715","22217715",1,2012
"22215852","22215852",0,2012
"22215138","22215138",7,2012
"22213877","22213877",0,2012
"22196208","22196208",11,2012
"22210877","22210877",28,2012
"22210328","22210328",4,2012
"22208918","22208918",1,2012
"25134190","25134190",0,2012
"24451820","24451820",0,2012
"24451771","24451771",0,2012
"24451770","24451770",0,2012
"23930239","23930239",1,2012
"23788932","23788932",0,2012
"23776377","23776377",0,2012
"23568007","23568007",0,2012
"23533846","23533846",1,2012
"23480620","23480620",0,2012
"24371766","24371766",0,2013
"24369212","24369212",0,2013
"24369202","24369202",0,2013
"24368244","24368244",0,2013
"24367685","24367685",3,2013
"24365642","24365642",1,2013
"24365369","24365369",0,2013
"24365001","24365001",0,2013
"24363883","24363883",1,2013
"24362551","24362551",1,2013
"24359986","24359986",1,2013
"24359239","24359239",0,2013
"24357793","24357793",3,2013
"24357708","24357708",0,2013
"24357428","24357428",4,2013
"24357188","24357188",0,2013
"24357178","24357178",0,2013
"24356631","24356631",3,2013
"24356097","24356097",6,2013
"24352938","24352938",1,2013
"24352878","24352878",1,2013
"24352795","24352795",3,2013
"24350896","24350896",3,2013
"24350384","24350384",0,2013
"24347044","24347044",1,2013
"24346116","24346116",13,2013
"24345750","24345750",4,2013
"24344451","24344451",1,2013
"24342790","24342790",0,2013
"24342786","24342786",0,2013
"24338680","24338680",2,2013
"24338339","24338339",1,2013
"24338113","24338113",1,2013
"24337970","24337970",0,2013
"24335335","24335335",2,2013
"24335234","24335234",13,2013
"24334759","24334759",1,2013
"24334291","24334291",5,2013
"24333409","24333409",1,2013
"24332241","24332241",29,2013
"24332240","24332240",0,2013
"24329792","24329792",9,2013
"24328748","24328748",0,2013
"24325784","24325784",0,2013
"24323900","24323900",4,2013
"24323458","24323458",1,2013
"24321745","24321745",1,2013
"24321076","24321076",0,2013
"24320558","24320558",2,2013
"24319739","24319739",2,2013
"24319231","24319231",3,2013
"24319200","24319200",0,2013
"24319177","24319177",5,2013
"24319176","24319176",2,2013
"24319175","24319175",0,2013
"24314589","24314589",0,2013
"24313830","24313830",0,2013
"24312821","24312821",0,2013
"24312539","24312539",2,2013
"24311722","24311722",16,2013
"24311715","24311715",0,2013
"24311149","24311149",3,2013
"24310664","24310664",0,2013
"24309236","24309236",0,2013
"24307721","24307721",5,2013
"24306088","24306088",0,2013
"24306027","24306027",2,2013
"24302811","24302811",0,2013
"24298709","24298709",0,2013
"24298598","24298598",0,2013
"24298567","24298567",1,2013
"24296835","24296835",1,2013
"24295413","24295413",1,2013
"24294845","24294845",0,2013
"24292560","24292560",1,2013
"24292274","24292274",9,2013
"24289293","24289293",0,2013
"24289158","24289158",2,2013
"24289109","24289109",0,2013
"26000217","26000217",0,2013
"24288537","24288537",1,2013
"24288111","24288111",3,2013
"24287485","24287485",0,2013
"24286263","24286263",2,2013
"24286260","24286260",0,2013
"24284523","24284523",1,2013
"24283248","24283248",1,2013
"24281971","24281971",0,2013
"24281057","24281057",0,2013
"24280868","24280868",3,2013
"24277076","24277076",6,2013
"24274181","24274181",19,2013
"24274068","24274068",2,2013
"24270796","24270796",1,2013
"24270740","24270740",12,2013
"24270260","24270260",0,2013
"24269699","24269699",0,2013
"24269628","24269628",2,2013
"24269304","24269304",4,2013
"24268350","24268350",0,2013
"24267382","24267382",0,2013
"24267282","24267282",0,2013
"24267052","24267052",0,2013
"24266095","24266095",0,2013
"24266093","24266093",0,2013
"24265505","24265505",10,2013
"24262935","24262935",0,2013
"24262330","24262330",0,2013
"24259700","24259700",0,2013
"24254547","24254547",0,2013
"24252835","24252835",0,2013
"24249845","24249845",0,2013
"24249660","24249660",0,2013
"24247578","24247578",0,2013
"24246703","24246703",0,2013
"24246697","24246697",0,2013
"24246696","24246696",3,2013
"24246692","24246692",0,2013
"24246502","24246502",0,2013
"24245986","24245986",1,2013
"24245956","24245956",0,2013
"24244955","24244955",0,2013
"24243815","24243815",0,2013
"24240798","24240798",1,2013
"24240522","24240522",0,2013
"24240110","24240110",2,2013
"24239651","24239651",3,2013
"24238639","24238639",1,2013
"24237579","24237579",0,2013
"24237449","24237449",0,2013
"24237446","24237446",0,2013
"24236747","24236747",1,2013
"24234432","24234432",0,2013
"24229693","24229693",4,2013
"24228264","24228264",1,2013
"24227819","24227819",5,2013
"24226725","24226725",0,2013
"24225748","24225748",1,2013
"24225745","24225745",0,2013
"24223764","24223764",2,2013
"24220274","24220274",3,2013
"24219331","24219331",3,2013
"24217710","24217710",0,2013
"24217197","24217197",5,2013
"24217154","24217154",1,2013
"24216102","24216102",0,2013
"24215673","24215673",2,2013
"24214180","24214180",0,2013
"24212063","24212063",0,2013
"24211095","24211095",1,2013
"24210582","24210582",0,2013
"24205204","24205204",3,2013
"24203931","24203931",0,2013
"24203924","24203924",0,2013
"24202404","24202404",1,2013
"24198205","24198205",1,2013
"24197131","24197131",2,2013
"24197118","24197118",0,2013
"24195125","24195125",0,2013
"24195124","24195124",0,2013
"24194956","24194956",0,2013
"24190490","24190490",5,2013
"24189145","24189145",3,2013
"24189071","24189071",1,2013
"24182705","24182705",1,2013
"24180334","24180334",0,2013
"24180333","24180333",0,2013
"24177259","24177259",0,2013
"24174318","24174318",3,2013
"24172824","24172824",3,2013
"24171956","24171956",0,2013
"24171772","24171772",0,2013
"24171339","24171339",0,2013
"24170027","24170027",4,2013
"24169448","24169448",0,2013
"24168776","24168776",0,2013
"24166938","24166938",1,2013
"24166834","24166834",3,2013
"24164366","24164366",0,2013
"24163824","24163824",2,2013
"24162379","24162379",1,2013
"24157582","24157582",4,2013
"24155890","24155890",1,2013
"24152518","24152518",1,2013
"24152491","24152491",0,2013
"24152050","24152050",0,2013
"24151510","24151510",0,2013
"24151174","24151174",0,2013
"24151154","24151154",0,2013
"24150841","24150841",0,2013
"24149438","24149438",4,2013
"24149287","24149287",8,2013
"24145403","24145403",7,2013
"24144314","24144314",0,2013
"24142970","24142970",3,2013
"24142230","24142230",0,2013
"24141727","24141727",1,2013
"24141622","24141622",0,2013
"24140475","24140475",8,2013
"24139373","24139373",1,2013
"24138550","24138550",2,2013
"24138306","24138306",0,2013
"24137969","24137969",0,2013
"24136227","24136227",2,2013
"24136077","24136077",0,2013
"24134412","24134412",0,2013
"24131326","24131326",0,2013
"24130782","24130782",3,2013
"24129230","24129230",0,2013
"24128861","24128861",2,2013
"24128107","24128107",0,2013
"24127483","24127483",12,2013
"24127306","24127306",1,2013
"24126217","24126217",1,2013
"24124110","24124110",1,2013
"24124086","24124086",2,2013
"24123755","24123755",0,2013
"24123244","24123244",0,2013
"24123185","24123185",0,2013
"24123081","24123081",1,2013
"24120656","24120656",5,2013
"24117195","24117195",0,2013
"24117128","24117128",1,2013
"24113472","24113472",11,2013
"24112484","24112484",0,2013
"24111951","24111951",0,2013
"24107828","24107828",2,2013
"24107608","24107608",2,2013
"24106813","24106813",1,2013
"24106207","24106207",10,2013
"24104591","24104591",0,2013
"24103588","24103588",1,2013
"24101115","24101115",0,2013
"24100449","24100449",1,2013
"24095849","24095849",7,2013
"24093980","24093980",0,2013
"24091621","24091621",3,2013
"24085367","24085367",0,2013
"24083545","24083545",0,2013
"24080890","24080890",0,2013
"24076351","24076351",2,2013
"24073950","24073950",0,2013
"24073257","24073257",2,2013
"24072590","24072590",2,2013
"24071539","24071539",0,2013
"24068493","24068493",4,2013
"24067889","24067889",0,2013
"24066760","24066760",3,2013
"24066759","24066759",2,2013
"24066758","24066758",10,2013
"24065239","24065239",12,2013
"24064834","24064834",0,2013
"24064196","24064196",1,2013
"24061774","24061774",0,2013
"24061526","24061526",1,2013
"24061469","24061469",1,2013
"24060900","24060900",8,2013
"24060591","24060591",1,2013
"24060287","24060287",0,2013
"24058966","24058966",0,2013
"24058963","24058963",1,2013
"24058786","24058786",4,2013
"24057147","24057147",1,2013
"24056815","24056815",1,2013
"24056719","24056719",2,2013
"24055823","24055823",28,2013
"24054703","24054703",3,2013
"24053209","24053209",0,2013
"24053199","24053199",1,2013
"24052622","24052622",0,2013
"24052077","24052077",0,2013
"24051234","24051234",0,2013
"24051205","24051205",0,2013
"24047480","24047480",0,2013
"24047479","24047479",0,2013
"24047477","24047477",0,2013
"24047131","24047131",1,2013
"24047107","24047107",0,2013
"24045551","24045551",1,2013
"24045303","24045303",0,2013
"24042463","24042463",1,2013
"24041159","24041159",0,2013
"24039011","24039011",1,2013
"24038023","24038023",1,2013
"24036852","24036852",2,2013
"24033799","24033799",0,2013
"24033110","24033110",0,2013
"24032483","24032483",4,2013
"24032430","24032430",3,2013
"24030933","24030933",1,2013
"24030391","24030391",1,2013
"24030379","24030379",25,2013
"24030253","24030253",0,2013
"24028768","24028768",0,2013
"24027642","24027642",1,2013
"24026141","24026141",0,2013
"24024050","24024050",0,2013
"24022787","24022787",2,2013
"24022692","24022692",1,2013
"24018164","24018164",11,2013
"24015842","24015842",0,2013
"24014303","24014303",1,2013
"24014302","24014302",1,2013
"24014301","24014301",3,2013
"24014300","24014300",1,2013
"24014299","24014299",0,2013
"24014298","24014298",2,2013
"24014297","24014297",1,2013
"24014296","24014296",0,2013
"24014295","24014295",0,2013
"24014294","24014294",2,2013
"24014293","24014293",2,2013
"24014292","24014292",0,2013
"24014291","24014291",0,2013
"24014290","24014290",0,2013
"24014238","24014238",4,2013
"24013129","24013129",1,2013
"24010694","24010694",0,2013
"24009671","24009671",2,2013
"24009233","24009233",1,2013
"24008279","24008279",1,2013
"24006411","24006411",0,2013
"24004666","24004666",6,2013
"24004562","24004562",3,2013
"24002446","24002446",5,2013
"24000206","24000206",0,2013
"23999128","23999128",0,2013
"23998252","23998252",0,2013
"23998067","23998067",0,2013
"23997983","23997983",0,2013
"23997218","23997218",2,2013
"23997068","23997068",0,2013
"23995789","23995789",1,2013
"23995113","23995113",0,2013
"23994589","23994589",0,2013
"23992830","23992830",2,2013
"23992101","23992101",0,2013
"23991930","23991930",0,2013
"23991929","23991929",1,2013
"23990457","23990457",0,2013
"23990022","23990022",1,2013
"23987823","23987823",0,2013
"23987821","23987821",1,2013
"23987820","23987820",0,2013
"23987584","23987584",4,2013
"23984126","23984126",0,2013
"23981545","23981545",0,2013
"23981385","23981385",1,2013
"23981382","23981382",1,2013
"23979953","23979953",1,2013
"23979856","23979856",0,2013
"23979854","23979854",0,2013
"23978946","23978946",0,2013
"23978622","23978622",2,2013
"23975876","23975876",0,2013
"23975187","23975187",0,2013
"23974981","23974981",4,2013
"23974225","23974225",0,2013
"23966743","23966743",1,2013
"23965169","23965169",1,2013
"23964650","23964650",0,2013
"23963997","23963997",1,2013
"23961875","23961875",2,2013
"23961857","23961857",0,2013
"23958919","23958919",3,2013
"23958192","23958192",1,2013
"23956221","23956221",3,2013
"23955074","23955074",1,2013
"23954894","23954894",8,2013
"23949377","23949377",0,2013
"23948971","23948971",1,2013
"23947234","23947234",0,2013
"23945611","23945611",0,2013
"23943357","23943357",1,2013
"23941728","23941728",1,2013
"23940282","23940282",18,2013
"23938224","23938224",1,2013
"23937985","23937985",0,2013
"23936412","23936412",1,2013
"23935380","23935380",0,2013
"23933259","23933259",4,2013
"23932942","23932942",2,2013
"23932707","23932707",0,2013
"23932480","23932480",0,2013
"23931795","23931795",0,2013
"23931109","23931109",1,2013
"23930488","23930488",0,2013
"23928529","23928529",0,2013
"23928527","23928527",0,2013
"23928096","23928096",0,2013
"23928062","23928062",11,2013
"23927424","23927424",1,2013
"23926461","23926461",1,2013
"23926303","23926303",4,2013
"23925046","23925046",4,2013
"23923507","23923507",0,2013
"23923254","23923254",0,2013
"23923114","23923114",1,2013
"23923089","23923089",0,2013
"23922244","23922244",1,2013
"23922242","23922242",1,2013
"23922059","23922059",3,2013
"23921495","23921495",0,2013
"23919536","23919536",0,2013
"23917688","23917688",0,2013
"23917368","23917368",0,2013
"23915749","23915749",2,2013
"23915194","23915194",0,2013
"23912587","23912587",9,2013
"23911703","23911703",5,2013
"23911312","23911312",0,2013
"23909896","23909896",0,2013
"23909397","23909397",1,2013
"23909273","23909273",0,2013
"23909089","23909089",1,2013
"23907444","23907444",0,2013
"23907409","23907409",1,2013
"23907405","23907405",3,2013
"23906020","23906020",1,2013
"23903896","23903896",0,2013
"23901668","23901668",0,2013
"23900739","23900739",1,2013
"23900499","23900499",0,2013
"23900138","23900138",3,2013
"23897826","23897826",3,2013
"23897740","23897740",0,2013
"23895640","23895640",0,2013
"23893575","23893575",2,2013
"23889282","23889282",2,2013
"23888240","23888240",1,2013
"23887852","23887852",1,2013
"23886836","23886836",27,2013
"23886563","23886563",0,2013
"23886341","23886341",0,2013
"23885836","23885836",1,2013
"23885799","23885799",0,2013
"23885049","23885049",2,2013
"23885038","23885038",3,2013
"23883968","23883968",10,2013
"23883821","23883821",1,2013
"23881218","23881218",4,2013
"23880686","23880686",0,2013
"23879961","23879961",0,2013
"23876845","23876845",0,2013
"23874502","23874502",1,2013
"23874341","23874341",2,2013
"23873701","23873701",2,2013
"23872947","23872947",16,2013
"23869550","23869550",1,2013
"23869084","23869084",0,2013
"23867058","23867058",3,2013
"23865830","23865830",1,2013
"23864811","23864811",0,2013
"23863897","23863897",4,2013
"23863122","23863122",2,2013
"23862651","23862651",0,2013
"23861234","23861234",2,2013
"23861036","23861036",2,2013
