"","Comment.gene_symbols.","Comment.descriptions.","Drug_A.diff.logFC","a_p_val","Drug_C.diff.logFC","c_p_val","Drug_D.diff.logFC","d_p_val"
"2058","SNORD121B","small nucleolar RNA, C/D box 121B",-0.119837952791245,0.977909193110411,-0.00905621410432866,0.961207823564812,-0.728872883511672,0.000179728273775561
"2059","UBAP1","ubiquitin associated protein 1",0.097815715313633,0.951031053746291,0.0958513843122493,0.370511087766354,0.481864314934277,0.000185098863353805
"2060","C9orf131","chromosome 9 open reading frame 131",-0.163286902827211,0.751041559914449,-0.320345234683678,0.0160838632755824,-0.428966437969621,0.000428229427569774
"2061","CA9","carbonic anhydrase IX",0.0897431710496823,0.977909193110411,-0.0863771165719607,0.456276423474845,-0.45268035711633,0.000569895112884824
"2062","CREB3","cAMP responsive element binding protein 3",-0.0381052842541987,0.999975715833619,-0.0978702489830274,0.392170721403303,0.0734268397589943,0.433003228515002
"2063","RGP1","RGP1 retrograde golgi transport homolog (S. cerevisiae)",0.079250810254833,0.966886504352231,0.1074367950737,0.252320323224968,0.135742251588698,0.0820752493411895
"2064","RECK","reversion-inducing-cysteine-rich protein with kazal motifs",-0.012758155332468,0.999975715833619,-0.112326042117929,0.300489479321455,-0.140987057194912,0.11561912069462
"2065","CCIN","calicin",0.210231071122089,0.922757518053154,-0.00603332540942603,0.978891185478614,-0.137882161377877,0.408660450009608
"2066","MELK","maternal embryonic leucine zipper kinase",0.329144472393025,0.999975715833619,0.462063190375591,0.372925695736425,0.899682607974483,0.0444578990319157
"2067","ALDH1B1","aldehyde dehydrogenase 1 family, member B1",-0.0760713744171797,0.977909193110411,-0.0788922169941459,0.414419824982114,0.53460268829671,2.9997525262241e-05
"2068","FAM75A2|FAM75A1","family with sequence similarity 75, member A2|family with sequence similarity 75, member A1",0.090520696433356,0.968521336723404,-0.0653149039491834,0.554171585303379,-0.115329307949211,0.19937381163847
"2069","FAM74A3","family with sequence similarity 74, member A3",0.196730019377773,0.925098376351615,-0.103742788678561,0.596164344505706,-0.28683945333866,0.0799666588175539
"2070","FAM75A7|FAM75A5","family with sequence similarity 75, member A7|family with sequence similarity 75, member A5",-0.0462540484003444,0.999975715833619,-0.221655596665699,0.082655778849015,-0.31697818957781,0.00468781093131681
"2071","CBWD7","COBW domain containing 7",-0.325369837290307,0.907631296873123,-0.333073853523488,0.273864404997627,0.723813575084423,0.0117350124113943
"2072","FXN","frataxin",0.151905232498242,0.773150995455174,0.38699322895055,0.00551121339288989,0.509962827154957,0.000120425175722992
"2073","C9orf135","chromosome 9 open reading frame 135",0.0420133020377564,0.999975715833619,-0.00320654487531691,0.979214198269422,-0.17487578689209,0.062790770411738
"2074","GDA","guanine deaminase",-0.113434052156101,0.977909193110411,-0.0306710571063142,0.841972843954493,-0.21791523474608,0.0758583145384627
"2075","ANXA1","annexin A1",1.67932579164855,0.303559987140304,1.59731896180644,0.0291000236259012,1.00675272924325,0.0483133263617478
"2076","OSTF1","osteoclast stimulating factor 1",0.203719607019379,0.925098376351615,0.170996469607589,0.397818162527345,0.0396314704554221,0.813388066680025
"2077","PCA3","prostate cancer antigen 3 (non-protein coding)",0.0841433464380059,0.983864729833498,-0.00479615182433424,0.971043132088966,-0.147902390504735,0.12359386605488
"2078","FOXB2","forkhead box B2",0.0024733722784358,0.999975715833619,-0.0852259713132009,0.473189344602478,-0.140249960691134,0.151379107125894
"2079","VPS13A","vacuolar protein sorting 13 homolog A (S. cerevisiae)",-0.0389319295269299,0.999975715833619,0.391736877815622,0.0920596723965216,0.0558225532698282,0.743755225067284
"2080","FAM75E1","family with sequence similarity 75, member E1",0.0960639656671587,0.986178946296133,-0.0433316152599152,0.754427790812568,-0.182995294165504,0.104518269035675
"2081","FAM75C1","family with sequence similarity 75, member C1",0.00902703411166073,0.999975715833619,-0.0983484582321026,0.376937434356375,-0.108935680187709,0.230626838159153
"2082","FGD3","FYVE, RhoGEF and PH domain containing 3",0.170804141037512,0.773150995455174,0.43556698383974,0.00439475899230174,0.297920839605208,0.00856693797625705
"2083","C9orf89","chromosome 9 open reading frame 89",0.0464705876457359,0.999975715833619,-0.0769472967069582,0.503136001207423,-0.161465229180521,0.0903160487134122
"2084","PHF2","PHD finger protein 2",-0.0414105667597893,0.999975715833619,-0.0747768680191285,0.397818162527345,-0.034500983577864,0.637734456260152
"2085","ZNF169","zinc finger protein 169",-0.0420448806820914,0.999975715833619,-0.151611774488589,0.193627870238211,0.0642953672047515,0.485650630177325
"2086","HIATL1","hippocampus abundant transcript-like 1",0.0426897913462714,0.999975715833619,0.14987068112385,0.16736978428422,0.158040930160291,0.0694013602785849
"2087","ANP32B","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B",-0.03417380022311,0.999975715833619,-0.055932892975628,0.737800491318001,-0.0420832831898412,0.759388502437368
"2088","SMC2","structural maintenance of chromosomes 2",0.066248783484804,0.999975715833619,0.329498415953143,0.351780489087863,0.298576738275575,0.296960734860221
"2089","TMEM38B","transmembrane protein 38B",-0.124196163665403,0.999975715833619,-0.0133312042960121,0.950480332493196,-0.00794210158999054,0.960474660025585
"2090","AKAP2|PALM2|PALM2-AKAP2","A kinase (PRKA) anchor protein 2|paralemmin 2|PALM2-AKAP2 readthrough",0.149002620792041,0.866957806390663,0.129157552503519,0.310457839214704,-0.123523217751932,0.233017841576899
"2091","COL27A1","collagen, type XXVII, alpha 1",0.261895617735711,0.547910656131799,0.0521160958841094,0.716741272825402,0.186366691932707,0.111868804411008
"2092","CNTRL","centriolin",-0.0505733898385134,0.999975715833619,0.503144754736758,0.02406776235403,1.02472150810339,2.17707061434399e-05
"2093","OR1N2","olfactory receptor, family 1, subfamily N, member 2",0.09298492501427,0.977909193110411,0.149972520989183,0.237751486832359,0.125775189577493,0.218606989836749
"2094","OR1L6","olfactory receptor, family 1, subfamily L, member 6",-0.172664415437245,0.823453544421862,-0.312212659047686,0.0487009547411252,-0.455718462434668,0.00141810600628719
"2095","OR5C1","olfactory receptor, family 5, subfamily C, member 1",-0.0300263277442001,0.999975715833619,-0.234250644043963,0.0828466537791368,-0.398809642378611,0.00155915366037603
"2096","OLFML2A","olfactomedin-like 2A",0.00728585340220445,0.999975715833619,-0.118025339284083,0.256300010274319,-0.159504253772393,0.068229569352349
"2097","ZBTB34","zinc finger and BTB domain containing 34",-0.0237413148248091,0.999975715833619,-0.0962827271206832,0.26639911538413,-0.0489403690760675,0.488295663473409
"2098","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1",0.108250352512804,0.9262804400265,0.273445970998348,0.0378111190375175,-0.0238998833760578,0.790255654920026
"2099","LRSAM1","leucine rich repeat and sterile alpha motif containing 1",0.000412349991918859,0.999975715833619,0.0434325465328138,0.591547707189021,-0.158892054968288,0.027206033503243
"2100","STXBP1","syntaxin binding protein 1",0.0811048767370135,0.977909193110411,0.172720824388543,0.134827194196478,-0.181455338496731,0.0484947350390743
"2101","C9orf117","chromosome 9 open reading frame 117",0.0566296740460004,0.999975715833619,-0.108722042817457,0.286931313368111,-0.116196960285351,0.164386373137965
"2102","DNM1","dynamin 1",0.0195170706816405,0.999975715833619,-0.178063627157602,0.0593833637856584,-0.279570382066328,0.00137956045763348
"2103","SWI5","SWI5 recombination repair homolog (yeast)",0.0849676452986605,0.985985493672278,0.0882259358122912,0.459436526493308,0.108287563177494,0.264781356063947
"2104","COQ4","coenzyme Q4 homolog (S. cerevisiae)",-0.04775787929362,0.999975715833619,0.246394510959339,0.159867561266069,-0.0883591425118899,0.512998568420998
"2105","URM1","ubiquitin related modifier 1",0.134223174762263,0.86272903763344,0.51501730962169,0.00112063440181012,0.0779292393011533,0.380839549303109
"2106","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1",0.0155650731315307,0.999975715833619,-0.0390754583868658,0.691902931053469,0.318231188772556,0.00199848229544725
"2107","PRRX2","paired related homeobox 2",0.0330335108746906,0.999975715833619,-0.219930459654594,0.149024311744315,-0.281331782642368,0.0264635489552063
"2108","NCS1","neuronal calcium sensor 1",0.26110626237415,0.773150995455174,0.334326389979257,0.101103608670037,-0.0480968174561376,0.749468205464872
"2109","FUBP3","far upstream element (FUSE) binding protein 3",-0.149185701150744,0.968374436983023,-0.0656386780605782,0.719559873488098,-0.178686389079855,0.224447398904303
"2110","PRRC2B","proline-rich coiled-coil 2B",-0.175523631008373,0.476952658507197,-0.075905996285881,0.384092643849405,-0.0511707252487792,0.474158413244285
"2111","POMT1","protein-O-mannosyltransferase 1",0.162239910180993,0.520372774803242,0.279272293550016,0.0101466985772121,0.101840497885169,0.147000813683961
"2112","SNORD24|RPL7A|SNORD36C|SNORD36B|SNORD36A","small nucleolar RNA, C/D box 24|ribosomal protein L7a|small nucleolar RNA, C/D box 36C|small nucleolar RNA, C/D box 36B|small nucleolar RNA, C/D box 36A",-0.0536299276366279,0.999975715833619,-0.0384157749901437,0.693147845938389,-0.0364019850641935,0.645585963899541
"2113","WDR5","WD repeat domain 5",0.0953935727405035,0.934152858710399,0.419666932370003,0.00201491796445832,0.372224189549923,0.000730652183646762
"2114","OLFM1","olfactomedin 1",-0.0397952465321447,0.999975715833619,-0.213098080813144,0.120202478976039,-0.210268172974152,0.04872297282883
"2115","PPP1R26","protein phosphatase 1, regulatory subunit 26",-0.00177703336518498,0.999975715833619,0.00389290693080202,0.973301493560228,0.221196706527341,0.021382664249042
"2116","KCNT1","potassium channel, subfamily T, member 1",-0.0608321920564983,0.999975715833619,-0.176617241856282,0.139604251899168,-0.282432504966168,0.00865128226260216
"2117","EGFL7","EGF-like-domain, multiple 7",-0.0646085548516115,0.999975715833619,-0.173307981019835,0.204937969434049,-0.345001134748162,0.00786222713675075
"2118","TRAF2","TNF receptor-associated factor 2",0.0627641523901055,0.999975715833619,0.00330480857232729,0.980361268215316,0.0187096987478865,0.855250752426479
"2119","LCN12","lipocalin 12",-0.0311671156710016,0.999975715833619,-0.221400343372669,0.0500236960332605,-0.220841502306205,0.0126230096517748
"2120","C9orf141","chromosome 9 open reading frame 141",-0.0769886290185626,0.999975715833619,-0.271236565939693,0.0650083761399179,-0.382949757440396,0.00344529181140883
"2121","UAP1L1","UDP-N-acteylglucosamine pyrophosphorylase 1-like 1",-0.108102391032269,0.835915025136997,-0.171553075567874,0.077565842010189,0.0129734992254651,0.854275350181212
"2122","SSNA1","Sjogren syndrome nuclear autoantigen 1",-0.0183627171740479,0.999975715833619,-0.155208218438468,0.189899481671034,-0.058032806083089,0.53342498376907
"2123","NOXA1","NADPH oxidase activator 1",-0.0132058686878951,0.999975715833619,-0.169731813780945,0.218515566575255,-0.418019214680866,0.00292593469246929
"2124","MRPL41","mitochondrial ribosomal protein L41",-0.0239474792590908,0.999975715833619,-0.142149968794105,0.145688925989936,-0.214529429047744,0.0123351403227001
"2125","ARRDC1","arrestin domain containing 1",0.00619104124250924,0.999975715833619,0.00896174547054773,0.930827174763459,-0.0187023393632462,0.809420402837893
"2126","WASH1","WAS protein family homolog 1",-0.00842708843573536,0.999975715833619,0.106977393426822,0.372226984732466,0.0616376510707521,0.529742931214757
"2127","C9orf66","chromosome 9 open reading frame 66",0.0904999196537026,0.999975715833619,-0.0439553171923739,0.774265316882148,0.0142504496402232,0.908441966895426
"2128","KIAA0020","KIAA0020",-0.122583528111885,0.999975715833619,0.133140726088294,0.542062924147814,0.806116318358151,0.00085101990918924
"2129","SPATA6L","spermatogenesis associated 6-like",-0.00348956668437728,0.999975715833619,-0.0971789695151144,0.260159984196863,-0.239267559223238,0.00555283517621091
"2130","INSL6","insulin-like 6",0.020246466494017,0.999975715833619,-0.0449890387501028,0.729972470471323,-0.126767817785499,0.223652215137879
"2131","KIAA2026","KIAA2026",-0.0944092430860008,0.999975715833619,0.23513144042248,0.214369071459003,-0.0793166852460745,0.60322722158899
"2132","PTPRD","protein tyrosine phosphatase, receptor type, D",0.0486768270302957,0.999975715833619,-0.0327883431873066,0.759354862693875,-0.263992860925244,0.00889236156066573
"2133","TTC39B","tetratricopeptide repeat domain 39B",0.22243424111368,0.773150995455174,0.246145633406397,0.128787209423997,0.1453814241334,0.230710614221805
"2134","IFNA17","interferon, alpha 17",0.18963701766118,0.964487212661153,0.0746021206939271,0.734344517315363,-0.0388229141603165,0.827909090646239
"2135","IFNA2","interferon, alpha 2",-0.0984105551939203,0.999975715833619,-0.20433321637609,0.285041379171647,-0.0333240286024001,0.832685724289457
"2136","ELAVL2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)",0.00249857430737244,0.999975715833619,-0.110308645871201,0.341282049797853,-0.145106963509197,0.127981753119033
"2137","IZUMO3","IZUMO family member 3",0.0510981485258897,0.999975715833619,0.03295523508974,0.761733233557586,0.0411019554368761,0.6385395624207
"2138","C9orf11","chromosome 9 open reading frame 11",-0.0261739618274044,0.999975715833619,0.00579633001312541,0.957097797523266,-0.120903399119278,0.122318007776016
"2139","MOB3B","MOB kinase activator 3B",0.0383879796414623,0.999975715833619,-0.109442641308644,0.38424484013963,-0.230203132312996,0.0364992165871018
"2140","RN5S282","RNA, 5S ribosomal 282",-0.13667416226032,0.96487126240502,-0.307421839169086,0.0913776863997083,-0.238575087075586,0.0739351373234696
"2141","ENHO","energy homeostasis associated",0.0656424584792648,0.999975715833619,-0.229218926248469,0.13516351762742,-0.0850001317762148,0.465559149047279
"2142","DCTN3","dynactin 3 (p22)",0.180895756395301,0.815939215677239,0.128285488755603,0.351690055903627,-0.0741591197142322,0.507827574516697
"2143","CCL19","chemokine (C-C motif) ligand 19",0.0756789492287844,0.999975715833619,-0.132872717826699,0.271102502631098,-0.154601751685735,0.120533173962533
"2144","FAM205B","family with sequence similarity 205, member B",0.0569465116107124,0.999975715833619,-0.025750137895594,0.848519543275659,-0.104455548120541,0.312962050181535
"2145","VCP","valosin containing protein",0.194601668044333,0.573658284595835,0.196901061012762,0.104920436670667,0.251619104547036,0.0127389684245612
"2146","FANCG","Fanconi anemia, complementation group G",0.0307142997083441,0.999975715833619,0.0538404189182859,0.669793950923253,-0.0303882172599232,0.770704315646571
"2147","TLN1","talin 1",0.130001235032807,0.934152858710399,0.117476035208735,0.380737032431937,-0.168954328927057,0.126660642216179
"2148","GBA2","glucosidase, beta (bile acid) 2",-0.104963961249322,0.866957806390663,-0.0788612349350561,0.369911995601008,0.300546201166221,0.00151851609736143
"2149","HINT2","histidine triad nucleotide binding protein 2",-0.0396697247293671,0.999975715833619,-0.0797368331480106,0.380859814212735,-0.209866255569638,0.0135460235975633
"2150","OR2S2","olfactory receptor, family 2, subfamily S, member 2",0.148439166702347,0.977909193110411,-0.047877888316239,0.805487194454464,-0.146468670660067,0.337503002454
"2151","RNF38","ring finger protein 38",0.155870732703651,0.951031053746291,0.187649875474031,0.270580866321169,0.749657125555221,0.00022206189998753
"2152","PAX5","paired box 5",0.0633261365403301,0.999975715833619,-0.0516845423618744,0.650649681314095,-0.108493068954807,0.238347376211914
"2153","IGFBPL1","insulin-like growth factor binding protein-like 1",0.0454932498684073,0.999975715833619,-0.0318353723665066,0.824637071539054,-0.406984209573283,0.00382495513155582
"2154","FAM75A7|FAM75A5|FAM75A4","family with sequence similarity 75, member A7|family with sequence similarity 75, member A5|family with sequence similarity 75, member A4",0.0553138760131002,0.999975715833619,-0.160772497434904,0.180506043210926,-0.322666029464584,0.00524253722854435
"2155","KGFLP2","keratinocyte growth factor-like protein 2",-0.0358539089644161,0.999975715833619,-0.0281618615700845,0.889404543676088,0.0249965332200732,0.87500978477298
"2156","ANKRD20A3|ANKRD20A2|ANKRD20A4","ankyrin repeat domain 20 family, member A3|ankyrin repeat domain 20 family, member A2|ankyrin repeat domain 20 family, member A4",0.0746379903051744,0.973129340436556,0.00995301053910369,0.920145086933663,-0.075412263647249,0.311173843838537
"2157","RN5S283","RNA, 5S ribosomal 283",0.0605974939056635,0.999975715833619,-0.121613280016128,0.549052998262656,-0.172176015558666,0.294528458506423
"2158","FOXD4L5","forkhead box D4-like 5",-0.0946221525851501,0.999975715833619,-0.380530586261282,0.0327880841920048,-0.395543609008415,0.00599775492549638
"2159","C9orf71","chromosome 9 open reading frame 71",0.169236815302664,0.977909193110411,-0.031627099260696,0.89081912938694,-0.296138825642872,0.0973591013693263
"2160","PTAR1","protein prenyltransferase alpha subunit repeat containing 1",-0.075336621879547,0.999975715833619,0.0757220231568185,0.741886914997453,0.867315697396408,0.000650467749532405
"2161","C9orf40","chromosome 9 open reading frame 40",-0.0837988853595331,0.977909193110411,-0.144433863467445,0.204969059157091,0.0460014199300156,0.613898292091202
"2162","RFK","riboflavin kinase",0.0336201048731146,0.999975715833619,0.153095230065817,0.27424672154987,0.333777544694615,0.0116144998056793
"2163","PRUNE2","prune homolog 2 (Drosophila)",0.0408734092027343,0.999975715833619,-0.0522971938865222,0.564414934300002,-0.136973733596622,0.0726362073186481
"2164","GKAP1","G kinase anchoring protein 1",-0.0189282458220301,0.999975715833619,-0.039393990811504,0.619924635050126,0.11555813786228,0.080191630018986
"2165","C9orf64","chromosome 9 open reading frame 64",-0.216147786438596,0.866957806390663,-0.0539990049808861,0.773953662934904,0.5184185069179,0.00496589736698588
"2166","SLC28A3","solute carrier family 28 (sodium-coupled nucleoside transporter), member 3",-0.0124081602671611,0.999975715833619,-0.0396944822991045,0.7028034124145,-0.0987448661152119,0.239753794317268
"2167","AGTPBP1","ATP/GTP binding protein 1",-0.0757471318746905,0.999975715833619,0.0919725656226866,0.459436526493308,0.0606034682729399,0.553114885865209
"2168","C9orf153","chromosome 9 open reading frame 153",-0.10617645628098,0.999975715833619,-0.28442435337121,0.152911909352329,-0.373357749099066,0.0250593326341246
"2169","CDK20","cyclin-dependent kinase 20",-0.0712188093304569,0.993195501778461,-0.167532497168766,0.134827194196478,-0.0292984299591659,0.737233890090986
"2170","AUH","AU RNA binding protein/enoyl-CoA hydratase",0.0974072090435287,0.999975715833619,0.333491101003594,0.131438420080009,0.0825246931191383,0.622145242725047
"2171","OMD","osteomodulin",0.19879780502746,0.824136615015056,0.0689489713596794,0.653858224102701,0.000996995758612895,0.993179012073403
"2172","BICD2","bicaudal D homolog 2 (Drosophila)",-0.0619065291549292,0.999975715833619,-0.101367514673977,0.456454794162862,0.321743079334043,0.0119954354188331
"2173","ZNF484","zinc finger protein 484",-0.00226161207697029,0.999975715833619,0.126572831852007,0.438449440618057,0.835728841498407,6.16846416789763e-05
"2174","FAM22F","family with sequence similarity 22, member F",0.0487488080036282,0.999975715833619,-0.160959539168772,0.187834803366428,-0.198265793565032,0.0492355138872506
"2175","SLC35D2","solute carrier family 35, member D2",0.0502389840783128,0.999975715833619,-0.0734314474687867,0.498554459538181,-0.56681925904446,4.98514027193967e-05
"2176","CTSL2","cathepsin L2",0.0830028989133371,0.976042952123479,-0.0427602864470993,0.682821620635016,-0.197059200642819,0.030651953104793
"2177","XPA","xeroderma pigmentosum, complementation group A",-0.0365024138282442,0.999975715833619,0.158350544927487,0.166647806017549,0.264454636387865,0.010596355222604
"2178","RN5S290","RNA, 5S ribosomal 290",-0.153581938321898,0.968374436983023,0.0272747238051627,0.890592099706621,-0.253819521035148,0.0981758522305213
"2179","MRPL50","mitochondrial ribosomal protein L50",-0.18568009485292,0.993195501778461,0.199998287665545,0.460046825084933,0.313082410860768,0.159779882025599
"2180","TMEM246","transmembrane protein 246",-0.0176146975877995,0.999975715833619,-0.0546487157893858,0.620201587388143,-0.21648959815564,0.0264541637810464
"2181","GRIN3A","glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",0.0181340471995912,0.999975715833619,-0.0804781939947565,0.445547069830094,-0.144001768101047,0.100547220549735
"2182","PPP3R2","protein phosphatase 3, regulatory subunit B, beta",-0.00377016340180347,0.999975715833619,-0.134397345413344,0.421522834429134,-0.320678178840565,0.0298108157227063
"2183","OR13C3","olfactory receptor, family 13, subfamily C, member 3",-0.0432194962134329,0.999975715833619,-0.250273871088083,0.107019782204916,-0.341548448595953,0.00992985027094204
"2184","OR13C5","olfactory receptor, family 13, subfamily C, member 5",0.116343772108747,0.962393653341075,-0.0256663782210667,0.853280370410405,-0.158313996820777,0.144115380307116
"2185","RN5S292","RNA, 5S ribosomal 292",0.0188842204307071,0.999975715833619,-0.0451365299383428,0.741200109047379,-0.25587828041904,0.0304252275422276
"2186","KLF4","Kruppel-like factor 4 (gut)",0.00602099475463547,0.999975715833619,-0.15601264770094,0.226360772770697,-0.340871643463287,0.00651530698426509
"2187","IKBKAP-IT1","IKBKAP intronic transcript 1 (non-protein coding)",0.13236943209772,0.999975715833619,-0.0482141902778932,0.845684563021394,0.844459492463074,0.00107172310049581
"2188","TMEM245","transmembrane protein 245",0.0467611410547448,0.999975715833619,0.391632092173487,0.0271477700984863,0.086409328700416,0.461426981450657
"2189","KIAA0368","KIAA0368",-0.0721209286407536,0.999975715833619,0.308075342464749,0.0493510690474267,0.649266686621647,7.99436013950449e-05
"2190","SUSD1","sushi domain containing 1",0.0111446349004405,0.999975715833619,-0.171019005386408,0.0828466537791368,-0.280137554153476,0.0020297683335738
"2191","SLC46A2","solute carrier family 46, member 2",0.0402222123088638,0.999975715833619,-0.1893597343063,0.154133171380575,-0.272069609307314,0.0173140651327102
"2192","ZFP37","zinc finger protein 37 homolog (mouse)",0.0714504344048756,0.999975715833619,-0.068653765627618,0.622147018730319,-0.00931674578170139,0.934425508162213
"2193","FAM225B","family with sequence similarity 225, member B (non-protein coding)",-0.0649389591008767,0.999975715833619,-0.165900727511488,0.183401064934947,-0.434171263515234,0.00101259328291885
"2194","KIF12","kinesin family member 12",-0.01616935414516,0.999975715833619,-0.227046248977947,0.0647721475906965,-0.28892299862262,0.00617475250985422
"2195","SNORA70C","small nucleolar RNA, H/ACA box 70C",-0.0951662059847269,0.999975715833619,-0.0249303425024348,0.917628188358822,-0.143722859780824,0.429092885087887
"2196","PSMD5","proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",-0.0565907383366175,0.999975715833619,0.409947663765887,0.0440293809846346,0.681350498889215,0.000446326176629949
"2197","TRAF1","TNF receptor-associated factor 1",0.196987441011241,0.959256247531157,0.163031722959677,0.456608545634669,-0.538382976988902,0.0100376042864137
"2198","STOM","stomatin",-0.578993079573344,0.773150995455174,-0.481249440317956,0.237296646706374,-0.142840259703553,0.667660463232043
"2199","OR1L8","olfactory receptor, family 1, subfamily L, member 8",0.216427378778624,0.765405767404109,0.0264615007455804,0.859597441527711,0.0614502331558269,0.600028041132448
"2200","PSMB7","proteasome (prosome, macropain) subunit, beta type, 7",0.0388713091001947,0.999975715833619,0.105608405162645,0.254487495198397,0.010333721214641,0.893774394175511
"2201","NR5A1","nuclear receptor subfamily 5, group A, member 1",-0.109107711344205,0.927062847271978,-0.239009673793364,0.0612615469244987,-0.392600663281008,0.00111281900138342
"2202","GOLGA1","golgin A1",-0.24717531434439,0.773150995455174,-0.00664148376847429,0.971955699218281,0.797354724674204,0.000128848729261206
"2203","HSPA5","heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",-0.126102575560505,0.999975715833619,-0.1507701485314,0.436385041774655,0.385448970098563,0.0259649220728379
"2204","SH2D3C","SH2 domain containing 3C",0.256322618384626,0.866957806390663,0.378079262791551,0.117097030014699,0.385073447316596,0.0416667923338439
"2205","PIP5KL1","phosphatidylinositol-4-phosphate 5-kinase-like 1",-0.344823264737989,0.841090222731874,-0.320797905875611,0.242809294761416,-0.583790183034747,0.0185205091045612
"2206","NAIF1","nuclear apoptosis inducing factor 1",0.0431104564835563,0.999975715833619,-0.0754380980483642,0.415728734368042,0.173448181127476,0.0328415741324774
"2207","PTGES2","prostaglandin E synthase 2",0.0444802467083019,0.999975715833619,-0.0375648137447397,0.73517075129529,0.0589466981381594,0.50951611166505
"2208","TRUB2","TruB pseudouridine (psi) synthase homolog 2 (E. coli)",0.101895568727429,0.983864729833498,0.214340635395754,0.155069024356546,0.415096579633806,0.00404252135870773
"2209","CRAT","carnitine O-acetyltransferase",-0.0660748558456312,0.968374436983023,-0.139072169650301,0.116949650793683,-0.368185705264211,0.000155546583442446
"2210","RAPGEF1","Rap guanine nucleotide exchange factor (GEF) 1",0.13901431616009,0.866957806390663,0.406849348019827,0.00734857480337794,0.252250832960194,0.0189168018985161
"2211","VAV2","vav 2 guanine nucleotide exchange factor",0.0223126122589896,0.999975715833619,0.106709964357113,0.272265087750882,0.318053163732163,0.0020297683335738
"2212","C9orf116","chromosome 9 open reading frame 116",-0.0527402281436009,0.999975715833619,-0.185680959738432,0.0912142393802471,-0.192900124423329,0.0245438981610501
"2213","GLT6D1","glycosyltransferase 6 domain containing 1",0.0270225380072229,0.999975715833619,-0.208705499823476,0.147095260318753,-0.105950506321503,0.331970104197888
"2214","SOHLH1","spermatogenesis and oogenesis specific basic helix-loop-helix 1",0.00102332239154013,0.999975715833619,-0.260642305109373,0.0339672214650001,-0.317931680134417,0.00253724049874251
"2215","UBAC1","UBA domain containing 1",0.0167185943404631,0.999975715833619,0.173011882746008,0.0778799025337018,0.135235906719143,0.0607973226891581
"2216","SEC16A","SEC16 homolog A (S. cerevisiae)",0.125737219525526,0.999975715833619,0.0131909804877859,0.95538580641128,-0.066329965147375,0.700271074081199
"2217","NOTCH1","notch 1",-0.194205265696172,0.999975715833619,-0.0765732077568666,0.820638120758521,0.0594807460544899,0.824498493385207
"2218","SNORA17|SNORA43|SNHG7","small nucleolar RNA, H/ACA box 17|small nucleolar RNA, H/ACA box 43|small nucleolar RNA host gene 7 (non-protein coding)",0.0050850332256891,0.999975715833619,0.0283520224807567,0.844464919890384,0.0934960297968557,0.401477227878012
"2219","EDF1","endothelial differentiation-related factor 1",0.0392948791062135,0.999975715833619,-0.093776850134633,0.392270454076213,-0.0601566106110969,0.502354680023881
"2220","CLIC3","chloride intracellular channel 3",0.0110520033336394,0.999975715833619,-0.196417462189344,0.182341929608598,-0.215150486593291,0.070598495698679
"2221","ABCA2","ATP-binding cassette, sub-family A (ABC1), member 2",0.0849383364947078,0.999975715833619,-0.10256096847923,0.422649408790365,-0.354452257855475,0.0056300003688864
"2222","SAPCD2","suppressor APC domain containing 2",0.123438717812459,0.922757518053154,0.0311024228500285,0.803670265810735,0.0947070216141652,0.333532542875431
"2223","TPRN","taperin",0.0596203595024205,0.999975715833619,0.0216229855084329,0.838458408269836,0.0783574378692702,0.341519190103297
"2224","TMEM203","transmembrane protein 203",0.0180784365095086,0.999975715833619,-0.0754308469905531,0.382836800083307,0.000668335384014895,0.992161174702873
"2225","RNF208","ring finger protein 208",0.0396769863345101,0.999975715833619,-0.113178998771237,0.388527434938742,-0.308673698887314,0.0124760868865525
"2226","WDR85","WD repeat domain 85",-0.0373388596412649,0.999975715833619,-0.000474179168288735,0.997137528529186,0.388650618727111,0.00354514760400721
"2227","C9orf37","chromosome 9 open reading frame 37",-0.11559639363858,0.866957806390663,-0.47428652083057,0.000947794586710334,-0.382796892617566,0.000484071034290256
"2228","TMEM141","transmembrane protein 141",-0.015556939614398,0.999975715833619,-0.124853569712697,0.327463245652739,-0.312597963252454,0.0101778787174844
"2229","EXOSC3","exosome component 3",-0.086425418448802,0.999975715833619,-0.0196907315507104,0.91228951820339,0.379583605953504,0.0137584506798731
"2230","SHB","Src homology 2 domain containing adaptor protein B",0.0154098883681959,0.999975715833619,0.0601132441721504,0.572007706268899,0.0590956705963839,0.498048545017034
"2231","GOLM1","golgi membrane protein 1",0.337631767173119,0.303559987140304,0.222006810495359,0.115370163220339,0.0416814795480995,0.692381844515316
"2232","NIPSNAP3B","nipsnap homolog 3B (C. elegans)",-0.123953069347144,0.922757518053154,-0.0264364285967775,0.831919526631937,-0.210910770486627,0.0417205253619109
"2233","NUP188","nucleoporin 188kDa",0.262558555753554,0.907631296873123,0.824311746411075,0.00887822278170723,0.560021698798231,0.0143548127196886
